date,time,pressure,pressure_setpoint,mfc1_,mfc2_,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2020-03-17_15-45-15,161.223,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-17,161.257,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-19,161.29,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-21,161.323,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-23,161.357,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-25,161.39,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-45-27,161.423,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-45-29,161.457,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-31,161.49,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-33,161.524,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-45-35,161.557,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-37,161.59,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-39,161.625,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-41,161.657,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-43,161.691,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-45,161.724,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-45-47,161.757,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-49,161.792,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-51,161.825,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-53,161.858,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-45-55,161.891,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-45-57,161.925,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-45-59,161.958,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-01,161.992,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-03,162.026,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-05,162.059,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-46-07,162.092,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-09,162.126,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-11,162.159,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-46-13,162.192,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-15,162.226,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-17,162.259,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-19,162.293,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-21,162.326,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-23,162.36,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-25,162.392,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-27,162.425,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-29,162.459,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-46-31,162.492,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-33,162.525,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-35,162.559,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-46-37,162.592,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-39,162.626,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-41,162.659,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-43,162.692,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-45,162.725,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-47,162.759,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-49,162.792,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-46-51,162.825,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-53,162.859,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-55,162.892,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-57,162.926,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-46-59,162.959,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-01,162.992,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-03,163.026,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-05,163.06,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-07,163.092,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-09,163.126,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-11,163.159,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-13,163.192,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-15,163.227,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-47-17,163.259,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-19,163.292,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-21,163.326,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-23,163.359,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-25,163.393,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-27,163.425,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-29,163.459,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-31,163.492,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-33,163.526,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-35,163.559,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-37,163.592,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-39,163.626,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-41,163.659,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-43,163.692,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-45,163.726,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-47,163.759,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-49,163.792,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-51,163.825,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-47-53,163.859,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-55,163.892,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-57,163.926,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-47-59,163.959,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-01,163.992,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-03,164.025,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-05,164.059,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-07,164.092,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-09,164.126,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-11,164.159,,,,,41.221,40.0,,,,,,,,cupcts
2020-03-17_15-48-13,164.193,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-15,164.226,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-17,164.259,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-19,164.292,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-21,164.325,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-23,164.359,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-25,164.392,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-27,164.426,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-29,164.459,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-48-31,164.492,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-33,164.526,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-35,164.559,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-37,164.592,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-39,164.626,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-41,164.659,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-43,164.693,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-45,164.725,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-47,164.759,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-49,164.792,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-51,164.826,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-53,164.859,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-55,164.892,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-48-57,164.925,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-48-59,164.96,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-01,164.993,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-03,165.025,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-05,165.059,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-07,165.092,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-49-09,165.125,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-11,165.159,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-13,165.193,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-15,165.226,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-49-17,165.259,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-19,165.293,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-21,165.326,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-23,165.359,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-25,165.392,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-27,165.426,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-29,165.459,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-31,165.493,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-33,165.526,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-35,165.559,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-37,165.592,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-39,165.626,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-41,165.659,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-43,165.692,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-45,165.726,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-47,165.759,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-49,165.792,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-49-51,165.826,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-49-53,165.859,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-49-55,165.892,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-49-57,165.926,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-49-59,165.959,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-01,165.992,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-03,166.025,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-50-05,166.059,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-07,166.093,,,,,42.241,40.0,,,,,,,,cupcts
2020-03-17_15-50-09,166.127,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-11,166.159,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-13,166.192,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-15,166.226,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-17,166.259,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-19,166.292,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-21,166.326,,,,,41.655,40.0,,,,,,,26986000.0,cupcts
2020-03-17_15-50-23,166.359,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-50-25,166.393,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-27,166.426,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-29,166.46,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-31,166.493,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-33,166.526,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-35,166.559,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-37,166.594,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-39,166.627,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-41,166.661,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-43,166.694,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-45,166.729,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-47,166.761,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-49,166.795,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-51,166.828,,,,,42.389,40.0,,,,,,,,cupcts
2020-03-17_15-50-53,166.861,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-55,166.895,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-50-57,166.929,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-50-59,166.961,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-01,166.995,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-03,167.028,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-05,167.062,,,,,41.221,40.0,,,,,,,,cupcts
2020-03-17_15-51-07,167.095,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-09,167.128,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-11,167.161,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-13,167.195,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-15,167.228,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-17,167.263,,,,,43.435,40.0,,,,,,,,cupcts
2020-03-17_15-51-19,167.295,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-21,167.329,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-23,167.363,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-25,167.396,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-27,167.429,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-29,167.463,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-51-31,167.496,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-33,167.53,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-35,167.563,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-37,167.596,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-39,167.631,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-51-41,167.663,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-51-43,167.696,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-45,167.73,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-47,167.763,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-51-49,167.797,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-51,167.83,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-51-53,167.863,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-55,167.896,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-51-57,167.93,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-51-59,167.963,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-01,167.996,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-03,168.03,,,,,41.801,40.0,,,,,,,,cupcts
2020-03-17_15-52-05,168.063,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-07,168.096,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-09,168.13,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-11,168.163,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-52-13,168.197,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-15,168.23,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-17,168.263,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-19,168.296,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-21,168.33,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-23,168.363,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-25,168.397,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-27,168.43,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-52-29,168.463,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-31,168.497,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-33,168.53,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-35,168.564,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-37,168.597,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-39,168.63,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-41,168.664,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-43,168.697,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-45,168.73,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-47,168.763,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-49,168.797,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-51,168.83,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-52-53,168.864,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-55,168.897,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-57,168.93,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-52-59,168.964,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-01,168.997,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-03,169.031,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-53-05,169.064,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-07,169.097,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-09,169.131,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-11,169.163,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-13,169.197,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-15,169.23,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-17,169.264,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-19,169.297,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-21,169.33,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-23,169.364,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-25,169.397,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-27,169.43,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-29,169.464,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-31,169.497,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-33,169.531,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-35,169.563,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-37,169.597,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-39,169.63,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-41,169.664,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-43,169.698,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-45,169.73,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-47,169.764,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-53-49,169.798,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-51,169.831,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-53-53,169.864,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-55,169.898,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-57,169.931,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-53-59,169.964,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-01,169.998,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-03,170.031,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-05,170.064,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-07,170.098,,,,,41.365,40.0,,,,,,,,cupcts
2020-03-17_15-54-09,170.131,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-11,170.164,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-13,170.198,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-15,170.231,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-17,170.264,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-19,170.298,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-21,170.331,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-54-23,170.364,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-25,170.398,,,,,41.293,40.0,,,,,,,,cupcts
2020-03-17_15-54-27,170.431,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-29,170.464,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-31,170.498,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-33,170.531,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-35,170.565,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-37,170.598,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-39,170.631,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-41,170.664,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-54-43,170.698,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-45,170.731,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-47,170.764,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-49,170.798,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-51,170.831,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-53,170.864,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-55,170.898,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-54-57,170.932,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-54-59,170.964,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-55-01,170.999,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-03,171.031,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-05,171.065,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-07,171.098,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-09,171.131,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-11,171.164,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-13,171.198,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-15,171.231,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-17,171.265,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-19,171.298,,,,,41.655,40.0,,,,,,,,cupcts
2020-03-17_15-55-21,171.331,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-23,171.364,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-25,171.398,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-27,171.431,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-29,171.464,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-31,171.498,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-55-33,171.531,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-35,171.564,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-37,171.598,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-39,171.631,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-41,171.664,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-55-43,171.698,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-45,171.731,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-47,171.764,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-55-49,171.798,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-51,171.832,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-53,171.864,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-55,171.898,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-57,171.932,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-55-59,171.964,,,,,41.728,40.0,,,,,,,,cupcts
2020-03-17_15-56-01,171.998,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-56-03,172.031,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-56-05,172.064,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-56-07,172.098,,,,,41.583,40.0,,,,,,,,cupcts
2020-03-17_15-56-09,172.131,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-11,172.164,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-13,172.199,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-15,172.231,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-56-17,172.264,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-19,172.298,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-21,172.331,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-23,172.364,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-25,172.398,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-27,172.431,,,,,41.51,40.0,,,,,,,,cupcts
2020-03-17_15-56-29,172.464,,,,,41.438,40.0,,,,,,,,cupcts
2020-03-17_15-56-31,172.498,,,,,41.51,40.0,,,,,,,,cupcts
