date,time,pressure,pressure_setpoint,mfc1_,mfc2_,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2020-03-17_20-16-46,432.751,,,,,80.728,80.0,,,,,,,,cupcts
2020-03-17_20-16-48,432.784,,,,,80.859,80.0,,,,,,,,cupcts
2020-03-17_20-16-50,432.818,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-16-52,432.851,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-16-54,432.884,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-16-56,432.918,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-16-58,432.951,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-00,432.984,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-02,433.018,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-04,433.051,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-06,433.084,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-08,433.118,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-10,433.151,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-12,433.186,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-14,433.218,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-16,433.251,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-18,433.285,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-20,433.318,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-22,433.352,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-24,433.385,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-26,433.418,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-28,433.452,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-30,433.485,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-32,433.518,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-34,433.552,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-36,433.585,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-38,433.619,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-40,433.653,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-42,433.685,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-44,433.719,,,,,79.95,80.0,,,,,,,,cupcts
2020-03-17_20-17-46,433.752,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-48,433.785,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-50,433.819,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-52,433.852,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-54,433.885,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-17-56,433.919,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-17-58,433.952,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-00,433.985,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-02,434.019,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-04,434.052,,,,,80.468,80.0,,,,,,,701140.0,cupcts
2020-03-17_20-18-06,434.085,,,,,79.692,80.0,,,,,,,,cupcts
2020-03-17_20-18-08,434.119,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-10,434.152,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-12,434.186,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-18-14,434.22,,,,,79.563,80.0,,,,,,,,cupcts
2020-03-17_20-18-16,434.253,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-18-18,434.287,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-20,434.32,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-18-22,434.353,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-18-24,434.387,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-26,434.42,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-28,434.453,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-30,434.487,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-32,434.52,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-18-34,434.553,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-36,434.587,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-38,434.62,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-40,434.653,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-42,434.687,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-44,434.72,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-18-46,434.753,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-48,434.786,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-18-50,434.82,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-52,434.853,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-54,434.886,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-56,434.92,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-18-58,434.953,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-00,434.988,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-02,435.021,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-04,435.054,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-19-06,435.087,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-19-09,435.121,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-11,435.155,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-13,435.188,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-19-15,435.221,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-17,435.255,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-19,435.288,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-21,435.321,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-19-23,435.355,,,,,80.728,80.0,,,,,,,,cupcts
2020-03-17_20-19-25,435.388,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-27,435.421,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-29,435.455,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-19-31,435.488,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-33,435.521,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-35,435.555,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-37,435.588,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-39,435.621,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-41,435.655,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-43,435.688,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-45,435.721,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-19-47,435.755,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-19-49,435.788,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-51,435.821,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-53,435.855,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-55,435.888,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-57,435.922,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-19-59,435.955,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-20-01,435.988,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-20-03,436.021,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-20-05,436.055,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-07,436.088,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-09,436.121,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-11,436.155,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-13,436.188,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-15,436.221,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-17,436.255,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-19,436.288,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-21,436.321,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-23,436.355,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-25,436.388,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-27,436.421,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-29,436.455,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-31,436.489,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-20-33,436.521,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-20-35,436.555,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-37,436.588,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-39,436.621,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-41,436.655,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-20-43,436.688,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-45,436.721,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-47,436.756,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-49,436.788,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-51,436.821,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-20-53,436.855,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-20-55,436.888,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-57,436.921,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-20-59,436.955,,,,,80.338,80.0,,,,,,,,cupcts
2020-03-17_20-21-01,436.988,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-03,437.021,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-21-05,437.055,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-07,437.089,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-09,437.121,,,,,80.598,80.0,,,,,,,,cupcts
2020-03-17_20-21-11,437.156,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-13,437.189,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-15,437.221,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-17,437.255,,,,,80.468,80.0,,,,,,,,cupcts
2020-03-17_20-21-19,437.288,,,,,80.468,60.0,,,,,,,,cupcts
2020-03-17_20-21-21,437.321,,,,,80.468,60.0,,,,,,,,cupcts
2020-03-17_20-21-23,437.355,,,,,80.728,60.0,,,,,,,,cupcts
2020-03-17_20-21-25,437.388,,,,,80.338,60.0,,,,,,,,cupcts
2020-03-17_20-21-27,437.422,,,,,78.794,60.0,,,,,,,,cupcts
2020-03-17_20-21-29,437.455,,,,,76.652,60.0,,,,,,,,cupcts
2020-03-17_20-21-31,437.488,,,,,75.661,60.0,,,,,,,,cupcts
2020-03-17_20-21-33,437.521,,,,,75.048,60.0,,,,,,,,cupcts
2020-03-17_20-21-35,437.555,,,,,74.318,60.0,,,,,,,,cupcts
2020-03-17_20-21-37,437.588,,,,,73.474,60.0,,,,,,,,cupcts
2020-03-17_20-21-39,437.621,,,,,72.876,60.0,,,,,,,,cupcts
2020-03-17_20-21-41,437.655,,,,,72.047,60.0,,,,,,,,cupcts
2020-03-17_20-21-43,437.688,,,,,71.694,60.0,,,,,,,,cupcts
2020-03-17_20-21-45,437.721,,,,,70.992,60.0,,,,,,,,cupcts
2020-03-17_20-21-47,437.755,,,,,70.528,60.0,,,,,,,,cupcts
2020-03-17_20-21-49,437.788,,,,,70.066,60.0,,,,,,,,cupcts
2020-03-17_20-21-51,437.821,,,,,69.608,60.0,,,,,,,,cupcts
2020-03-17_20-21-53,437.855,,,,,69.151,60.0,,,,,,,,cupcts
2020-03-17_20-21-55,437.888,,,,,68.924,60.0,,,,,,,,cupcts
2020-03-17_20-21-57,437.921,,,,,68.585,60.0,,,,,,,,cupcts
2020-03-17_20-21-59,437.956,,,,,68.134,60.0,,,,,,,,cupcts
2020-03-17_20-22-01,437.988,,,,,67.91,60.0,,,,,,,,cupcts
2020-03-17_20-22-03,438.021,,,,,67.464,60.0,,,,,,,,cupcts
2020-03-17_20-22-05,438.055,,,,,66.909,60.0,,,,,,,,cupcts
2020-03-17_20-22-07,438.089,,,,,66.688,60.0,,,,,,,,cupcts
2020-03-17_20-22-09,438.121,,,,,66.468,60.0,,,,,,,,cupcts
2020-03-17_20-22-11,438.155,,,,,65.921,60.0,,,,,,,,cupcts
2020-03-17_20-22-13,438.188,,,,,65.595,60.0,,,,,,,,cupcts
2020-03-17_20-22-15,438.221,,,,,65.162,60.0,,,,,,,,cupcts
2020-03-17_20-22-17,438.255,,,,,64.731,60.0,,,,,,,,cupcts
2020-03-17_20-22-19,438.288,,,,,64.303,60.0,,,,,,,,cupcts
2020-03-17_20-22-21,438.321,,,,,63.984,60.0,,,,,,,,cupcts
2020-03-17_20-22-23,438.355,,,,,63.666,60.0,,,,,,,,cupcts
2020-03-17_20-22-25,438.388,,,,,63.455,60.0,,,,,,,,cupcts
2020-03-17_20-22-27,438.421,,,,,62.929,60.0,,,,,,,,cupcts
2020-03-17_20-22-29,438.455,,,,,62.616,60.0,,,,,,,,cupcts
2020-03-17_20-22-31,438.488,,,,,62.304,60.0,,,,,,,,cupcts
2020-03-17_20-22-33,438.521,,,,,61.993,60.0,,,,,,,,cupcts
2020-03-17_20-22-35,438.555,,,,,61.581,60.0,,,,,,,,cupcts
2020-03-17_20-22-37,438.588,,,,,61.478,60.0,,,,,,,,cupcts
2020-03-17_20-22-39,438.621,,,,,61.171,60.0,,,,,,,,cupcts
2020-03-17_20-22-41,438.655,,,,,61.069,60.0,,,,,,,,cupcts
2020-03-17_20-22-43,438.688,,,,,60.968,60.0,,,,,,,,cupcts
2020-03-17_20-22-45,438.721,,,,,60.866,60.0,,,,,,,,cupcts
2020-03-17_20-22-47,438.755,,,,,60.663,60.0,,,,,,,,cupcts
2020-03-17_20-22-49,438.788,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-22-51,438.821,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-22-53,438.855,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-22-55,438.889,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-22-57,438.921,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-22-59,438.956,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-01,438.989,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-03,439.022,,,,,60.158,60.0,,,,,,,,cupcts
2020-03-17_20-23-05,439.056,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-07,439.089,,,,,60.158,60.0,,,,,,,,cupcts
2020-03-17_20-23-09,439.122,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-11,439.156,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-13,439.189,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-15,439.223,,,,,60.158,60.0,,,,,,,,cupcts
2020-03-17_20-23-17,439.256,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-19,439.289,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-23-21,439.323,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-23,439.356,,,,,60.158,60.0,,,,,,,,cupcts
2020-03-17_20-23-25,439.389,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-27,439.423,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-29,439.456,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-23-31,439.489,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-33,439.523,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-35,439.556,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-23-37,439.589,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-23-39,439.623,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-23-41,439.656,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-43,439.689,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-23-45,439.723,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-47,439.756,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-49,439.789,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-51,439.823,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-23-53,439.856,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-23-55,439.889,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-23-57,439.923,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-23-59,439.956,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-01,439.989,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-03,440.024,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-05,440.056,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-07,440.089,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-09,440.123,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-11,440.156,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-13,440.189,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-15,440.223,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-17,440.256,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-19,440.29,,,,,60.46,60.0,,,,,,,2109600.0,cupcts
2020-03-17_20-24-21,440.323,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-23,440.357,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-25,440.39,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-27,440.423,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-29,440.458,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-31,440.49,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-33,440.523,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-35,440.557,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-37,440.59,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-39,440.624,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-41,440.657,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-43,440.691,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-45,440.724,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-47,440.757,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-49,440.791,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-51,440.824,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-53,440.857,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-55,440.891,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-24-57,440.924,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-24-59,440.958,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-01,440.991,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-03,441.025,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-05,441.057,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-07,441.091,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-09,441.124,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-11,441.157,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-13,441.191,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-15,441.224,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-17,441.257,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-25-19,441.291,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-21,441.324,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-23,441.357,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-25,441.391,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-27,441.424,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-29,441.457,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-31,441.491,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-33,441.524,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-35,441.557,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-37,441.591,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-39,441.624,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-41,441.657,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-43,441.691,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-45,441.724,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-47,441.757,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-49,441.791,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-51,441.825,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-53,441.857,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-55,441.891,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-25-57,441.924,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-25-59,441.958,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-01,441.991,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-03,442.024,,,,,60.258,60.0,,,,,,,,cupcts
2020-03-17_20-26-05,442.058,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-07,442.091,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-09,442.125,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-11,442.159,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-13,442.192,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-15,442.226,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-17,442.259,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-19,442.292,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-21,442.326,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-23,442.36,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-25,442.392,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-27,442.426,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-29,442.46,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-31,442.492,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-33,442.526,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-35,442.559,,,,,58.961,60.0,,,,,,,,cupcts
2020-03-17_20-26-37,442.592,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-39,442.625,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-41,442.659,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-43,442.692,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-45,442.726,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-47,442.759,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-49,442.792,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-51,442.826,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-53,442.859,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-55,442.892,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-26-57,442.927,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-26-59,442.959,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-01,442.992,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-03,443.026,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-05,443.059,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-07,443.092,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-09,443.126,,,,,60.663,60.0,,,,,,,,cupcts
2020-03-17_20-27-11,443.159,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-13,443.192,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-27-15,443.226,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-17,443.259,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-19,443.292,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-21,443.326,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-23,443.359,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-25,443.392,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-27,443.426,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-29,443.459,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-31,443.492,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-33,443.526,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-35,443.559,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-37,443.592,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-27-39,443.626,,,,,60.359,60.0,,,,,,,,cupcts
2020-03-17_20-27-41,443.659,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-43,443.692,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-45,443.726,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-47,443.759,,,,,60.561,60.0,,,,,,,,cupcts
2020-03-17_20-27-49,443.792,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-51,443.826,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-53,443.859,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-55,443.892,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-57,443.926,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-27-59,443.96,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-28-01,443.992,,,,,60.46,60.0,,,,,,,,cupcts
2020-03-17_20-28-03,444.026,,,,,60.561,60.0,,,,,,,,cupcts
