time,f_1,f_3,f_5,f_7,f_9,f_11,f_13,f_15,f_17,d_1,d_3,d_5,d_7,d_9,d_11,d_13,d_15,d_17
14,4957496,14851254,24748317,34644100,44540566,54436523,64333097,74228664,84125519,0.0008406875371063695,0.00018950078464692794,5.43013896652551e-06,6.65589761161273e-06,8.019826941613138e-06,1.0354634279321209e-05,1.4401199477078449e-05,1.6954106374780858e-05,1.9071103871101367e-05
15,4957501,14851254,24748302,34644100,44540566,54436523,64333097,74228664,84125519,0.0008412704181284337,0.0001895320525052692,5.412822646785062e-06,6.672292126319771e-06,8.070335700644634e-06,1.0359113735686175e-05,1.440221369491825e-05,1.693919316616754e-05,1.9126859644446003e-05
16,4957496,14851254,24748317,34644100,44540536,54436473,64333097,74228664,84125519,0.0,0.00018949330058957794,5.419271277994968e-06,6.654724575744517e-06,8.095726309361281e-06,1.0417546525397599e-05,1.4409946191660291e-05,1.701590199332109e-05,1.909126380926709e-05
17,4957496,14851254,24748302,34644100,44540566,54436523,64333097,74228574,84125519,0.0008404420053525519,0.0001894399240397547,5.407221685713067e-06,6.678009738806223e-06,8.040887619021443e-06,1.0387608685127142e-05,1.4400278541814393e-05,1.6995319939611756e-05,1.9112582708303338e-05
18,4957496,14851254,24748317,34644100,44540536,54436523,64333097,74228664,84125519,0.0008419670298484608,0.00018966209777993175,5.4222854374085724e-06,6.654754782290736e-06,8.042750439894296e-06,1.0372306896418773e-05,1.4372790874003452e-05,1.6963935517552707e-05,1.9161630425462323e-05
19,4957496,14851254,24748317,34644100,44540566,54436523,64333097,74228574,84125519,0.0008415767204367671,0.0001893529325410475,5.422261192122672e-06,6.67229829439641e-06,8.038339881531673e-06,1.0400228648401755e-05,1.439886728134116e-05,1.6951396111578756e-05,1.916632809764221e-05
20,4957496,14851254,24748287,34644000,44540356,54436273,64332747,74228214,84124968,0.0008421094568475305,0.0001895860570332237,5.407765742174333e-06,6.7544517556082085e-06,8.567713614220736e-06,1.1759503347155162e-05,1.521316430653601e-05,1.799348362081528e-05,1.98016720116277e-05
21,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008648967360411315,0.00019478636369788202,5.542569914276997e-06,6.792864945958277e-06,8.647632703078864e-06,1.1902450871580753e-05,1.5264886779292174e-05,1.8054188388360396e-05,1.996123126941314e-05
22,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008653081205680554,0.00019499519479552446,5.5496181715050325e-06,6.803064792976584e-06,8.640580125915332e-06,1.1920307490448539e-05,1.5288851057684087e-05,1.8050664664681778e-05,2.0010390580093543e-05
23,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008655976689624193,0.0001950524862005585,5.550662323863453e-06,6.80200423613939e-06,8.66497450297907e-06,1.1877825094746715e-05,1.5290732468499046e-05,1.8054533455005952e-05,2.002882248376999e-05
24,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008660864886113972,0.00019515610357964328,5.552548534666392e-06,6.7945102597922096e-06,8.65194919511819e-06,1.1895524529263937e-05,1.5300237039583765e-05,1.8047246275545172e-05,2.006987542915298e-05
25,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008665361692557599,0.00019530363079470157,5.54020264442437e-06,6.800159625602404e-06,8.660437449139427e-06,1.1878751919247183e-05,1.5307575791619087e-05,1.8053439820013805e-05,2.0095355167307558e-05
26,4957476,14851184,24748182,34643920,44540326,54436223,64332747,74228214,84124968,0.0008660955375917313,0.000195160805675441,5.547989874965627e-06,6.8064023704803775e-06,8.656613298144032e-06,1.1858932157359973e-05,1.53025668232892e-05,1.8076441985317853e-05,2.014390024533493e-05
27,4957476,14851184,24748182,34643940,44540326,54436223,64332747,74228214,84124968,0.000866948439569304,0.00019511159299514865,5.554676159075389e-06,6.801207726146953e-06,8.664543208701423e-06,1.1867111557513934e-05,1.5295465853788557e-05,1.807796629619692e-05,2.0168546605990377e-05
28,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008665666572609081,0.00019512841528730496,5.54633046229488e-06,6.810013042537844e-06,8.665726639038291e-06,1.1853073091251006e-05,1.5290666191254377e-05,1.8063202120112883e-05,2.0219238066086102e-05
29,4957476,14851184,24748197,34643940,44540326,54436223,64332747,74228214,84124968,0.0008661170395779503,0.00019497055940896445,5.545971351509784e-06,6.80140391877061e-06,8.66035282933109e-06,1.1847582086494872e-05,1.5302552441143646e-05,1.804743566197842e-05,2.0211406820095677e-05
30,4957476,14851184,24748197,34643860,44540116,54435923,64332326,74227673,84124308,0.0008668562640942715,0.00019520978435407418,5.540639152637704e-06,6.813994294557732e-06,9.385521256208399e-06,1.3347602607924467e-05,1.5218729862862194e-05,1.9399098928775848e-05,2.2956784216769612e-05
31,4957451,14851104,24748047,34643720,44540026,54435873,64332256,74227583,84124308,0.0008973366477922323,0.00020179413267958608,5.6409648460230635e-06,6.9978137946999635e-06,9.780205516235402e-06,1.356555308790692e-05,1.5379049139738048e-05,1.9492193964682124e-05,2.318790703187916e-05
32,4957451,14851094,24748047,34643720,44540026,54435873,64332256,74227673,84124198,0.0008987497526662601,0.00020235650777847107,5.657705546530096e-06,7.012022367995645e-06,9.810171136777857e-06,1.3627575852703477e-05,1.5423957860243648e-05,1.949194673269382e-05,2.3358942888180184e-05
33,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124198,0.0008990954862907277,0.0002022157458220629,5.655070111507676e-06,7.029020768671362e-06,9.820701973444715e-06,1.3642832493534457e-05,1.537492690836752e-05,1.9522064684324487e-05,2.3354589582170957e-05
34,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124198,0.0,0.00020256064372026732,5.664362568852921e-06,7.0405113687247006e-06,9.819715518821815e-06,1.3676905015434268e-05,1.5443496517966588e-05,1.952084239508839e-05,2.3441132567032575e-05
35,4957451,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124198,0.000899470490254941,0.0002022670684135615,5.660227569001494e-06,7.048537056964169e-06,9.854597403751165e-06,1.3690310755057103e-05,1.5441174381093156e-05,1.9544113840346717e-05,2.3411122952963698e-05
36,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124308,0.0008994760151255615,0.00020227277996573932,5.654113979859155e-06,7.054695356085741e-06,9.832148971980414e-06,1.3701005138335258e-05,1.548324940946932e-05,1.9552499593282185e-05,2.3415817561713267e-05
37,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124198,0.0008985059768997332,0.00020228648857365414,5.653933317936998e-06,7.052598799024429e-06,9.821501799772205e-06,1.372215080715258e-05,1.546104107946962e-05,1.9571766103834884e-05,2.3510678606415937e-05
38,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124308,0.0,0.00020238193883896465,5.654175025653605e-06,7.058910288492567e-06,9.784134420287728e-06,1.3705532846689642e-05,1.5441881380445424e-05,1.956216826250017e-05,2.3497481296559084e-05
39,4957446,14851094,24748047,34643720,44540026,54435873,64332256,74227583,84124198,0.0008991529598322854,0.00020246526062676933,5.655824059082502e-06,7.061050766528089e-06,9.793393763546999e-06,1.370522381402421e-05,1.547425694299247e-05,1.9543977920306513e-05,2.35196286136574e-05
40,4957446,14851094,24748047,34643680,44539695,54435322,64331556,74226592,84123096,0.0008995046036309951,0.00020216389247999382,5.660862543371389e-06,7.034005173482395e-06,1.2109272960349745e-05,1.569786031487345e-05,1.9830081729333352e-05,2.5582010977316983e-05,3.0764898032690426e-05
41,4957401,14850944,24747776,34643360,44539485,54435172,64331416,74226502,84122986,0.0009599534035821741,0.00021554057754898562,6.739307677728545e-06,9.415428392090052e-06,1.3544250409607791e-05,1.6678558378408173e-05,2.1427719252151432e-05,2.7062222173585352e-05,3.2034730046963724e-05
42,4957391,14850934,24747746,34643320,44539515,54435122,64331346,74226412,84122986,0.0009680211098970241,0.00021637765704784733,6.87256581290225e-06,9.62237230574809e-06,1.3297690217155969e-05,1.7178744683568886e-05,2.250240566919425e-05,2.8041093802288004e-05,3.287348816177175e-05
43,4957401,14850924,24747746,34643280,44539485,54435072,64331346,74226412,84122876,0.0009601212390337555,0.0002169009604085992,6.978602372140725e-06,1.0143714005884957e-05,1.3617933461035358e-05,1.7618325354912065e-05,2.2527952697596658e-05,2.7726049943459092e-05,3.333130506821897e-05
44,4957401,14850934,24747746,34643320,44539485,54435172,64331416,74226502,84122876,0.0009652662946165237,0.0002165127899098093,7.025845573974223e-06,9.705858889536703e-06,1.3841792735627081e-05,1.7019442985375203e-05,2.1685670584375894e-05,2.6698013083831897e-05,3.456355360973107e-05
45,4957396,14850924,24747746,34643300,44539455,54435122,64331346,74226412,84122766,0.0009706016830582152,0.00021698195295985655,6.9554895081155245e-06,9.73911270199335e-06,1.3999077787717083e-05,1.7598938850258156e-05,2.2211775012384748e-05,2.7850080538617356e-05,3.4740490319535925e-05
46,4957396,14850924,24747731,34643300,44539455,54435072,64331416,74226412,84122766,0.0009682406849959867,0.00021694097384086376,7.13764756500657e-06,9.985253577918964e-06,1.400640050788586e-05,1.7981321813419716e-05,2.1505181654876178e-05,2.7816729613123925e-05,3.489166843921985e-05
47,4957396,14850924,24747731,34643300,44539455,54435072,64331346,74226412,84122876,0.0009744685381510127,0.0002176447000744967,7.065190566816746e-06,1.0080621242688518e-05,1.3824044869820512e-05,1.771606620888003e-05,2.2128843701323854e-05,2.82966581396652e-05,3.384743815877552e-05
48,4957391,14850924,24747731,34643280,44539455,54435072,64331346,74226502,84122986,0.0009705546986151985,0.00021717750697165233,7.188591738445643e-06,1.0174799502510421e-05,1.3777975635709905e-05,1.8142744408545046e-05,2.237936720742751e-05,2.7407711025600922e-05,3.3119087041249594e-05
49,4957391,14850924,24747746,34643280,44539515,54435172,64331275,74226592,84122986,0.0009686212882974954,0.00021730622375070683,6.90352244566007e-06,1.0236528727365455e-05,1.3617166953568077e-05,1.731164521966294e-05,2.2597020947508235e-05,2.644524197318694e-05,3.240826272674198e-05
50,4957401,14850934,24747776,34643300,44538795,54434021,64330084,74225151,84121335,0.0009662491064093246,0.00021689883938995775,6.707782166245281e-06,1.0207330430819687e-05,2.3484337746560785e-05,3.67865501885551e-05,5.1242673299139466e-05,6.660752570180173e-05,8.351006647901928e-05
51,4957321,14850604,24747116,34642459,44538374,54433871,64330014,74225151,84121665,0.0010928806267180209,0.00024810688850679825,1.5384457426359757e-05,2.0945091444432254e-05,3.171906956741104e-05,4.1306974619485066e-05,5.371948101612222e-05,6.659404772927243e-05,8.047698278654397e-05
52,4957316,14850624,24747116,34642399,44538404,54433771,64329944,74225151,84121445,0.0011097456375175813,0.0002479891022282116,1.575630673925432e-05,2.2593513731472376e-05,3.2172005515422445e-05,4.512760311244909e-05,5.942628727960696e-05,7.503397186141782e-05,8.844374185903317e-05
53,4957306,14850554,24747071,34642379,44538314,54433771,64329944,74225061,84121445,0.0011498877345723164,0.00025353679861702994,1.6380815760529506e-05,2.46506203031524e-05,3.506851017158804e-05,4.749993065059577e-05,6.0818993594348e-05,7.679029552730872e-05,8.859953283948609e-05
54,4957301,14850534,24747101,34642399,44538224,54433771,64330014,74225061,84121445,0.0011225352515343544,0.0002549618711048929,1.5629244864855147e-05,2.4869323715848014e-05,3.778075789924316e-05,4.74421696962552e-05,5.467801519474014e-05,7.316596333667059e-05,9.029180173336956e-05
55,4957306,14850594,24747086,34642339,44538284,54433821,64329874,74225061,84121555,0.0011369645283836266,0.00025025479029638464,1.6502405989149426e-05,2.598192642487906e-05,3.594279473399977e-05,4.684422123398295e-05,6.043694241917246e-05,7.856542840871587e-05,9.099200798911188e-05
56,4957296,14850554,24747131,34642399,44538404,54433771,64329944,74225061,84121335,0.0011269637767576674,0.0002549746391971164,1.6894283438324465e-05,2.4624156463133533e-05,3.177211593289472e-05,4.8768170586141836e-05,5.98839749489399e-05,7.737681124016716e-05,9.25124879461659e-05
57,4957296,14850514,24747086,34642319,44538224,54433771,64329944,74224970,84121445,0.0011377477253995969,0.0002586478879561295,1.7675202662443433e-05,2.7686556865971164e-05,3.839843874447841e-05,4.888741051779419e-05,5.984883961402687e-05,7.956830391182686e-05,9.244439381137244e-05
58,4957296,14850564,24747071,34642399,44538374,54433871,64329734,74225061,84121225,0.0011491568403506063,0.0002533451513580737,1.8632490697442335e-05,2.529882875036717e-05,3.339053801036901e-05,4.576477754615701e-05,6.75164115485471e-05,7.954287512640383e-05,9.56040262305528e-05
59,4957291,14850524,24747011,34642238,44538224,54433821,64329804,74225061,84121225,0.0011402525261861843,0.00025560880506443005,1.9334490522683746e-05,3.0192294255767855e-05,4.0541799712938995e-05,4.883380861473218e-05,6.26243949606011e-05,7.994100870994703e-05,9.255005535561201e-05
60,4957296,14850554,24747056,34642299,44538494,54434471,64330645,74225691,84122216,0.0011440683058375359,0.000253106088337882,1.791001881203194e-05,2.9127817471511667e-05,3.1992369485043365e-05,2.7459014966294323e-05,3.355207549465551e-05,4.237762202453585e-05,4.843541767260478e-05
61,4957361,14850774,24747461,34642939,44539065,54434672,64330715,74225871,84122326,0.0010209691570548351,0.00023199689510843352,1.0183582298146583e-05,1.3891976328261165e-05,1.825857504560978e-05,2.3271601323388907e-05,3.0302062358449346e-05,3.8311948437930934e-05,4.4759787634358054e-05
62,4957366,14850804,24747506,34642979,44539065,54434672,64330785,74225961,84122326,0.0010169145363510756,0.0002292415620434588,9.22967490293075e-06,1.3299991744650798e-05,1.765447206654542e-05,2.2695051649088735e-05,2.890406648258364e-05,3.568629332871169e-05,4.3919340681435466e-05
63,4957366,14850774,24747491,34642939,44539035,54434571,64330785,74225781,84122105,0.0010187580452702856,0.00023100945685549745,9.192154604789358e-06,1.3220722736114204e-05,1.7816024820060243e-05,2.3740262384981346e-05,2.8507160005179184e-05,3.714273002229424e-05,4.863033705280492e-05
64,4957366,14850794,24747506,34642939,44539095,54434722,64330855,74225961,84122326,0.0010123744864602242,0.0002304446913478431,9.06919959610426e-06,1.325301506235601e-05,1.7268517313931826e-05,2.2205657976241805e-05,2.7028818917081624e-05,3.400496381039559e-05,4.2021238717389555e-05
65,4957366,14850824,24747521,34642999,44539065,54434621,64330855,74225871,84122436,0.0010086077132563866,0.00022697006730623933,8.807298152080138e-06,1.238053561698573e-05,1.7134436679802502e-05,2.3237533501981153e-05,2.704726003067588e-05,3.518408479579929e-05,3.942029076019516e-05
66,4957371,14850814,24747551,34642939,44539065,54434672,64330995,74225871,84122326,0.0010041663198237863,0.00022769600300079058,8.371160162107094e-06,1.318071764078888e-05,1.7426995654523955e-05,2.1931245318520737e-05,2.5581477434580922e-05,3.533261411704413e-05,4.188957932972657e-05
67,4957366,14850814,24747506,34642979,44539125,54434621,64330855,74225871,84122326,0.001014119286404631,0.00022780791206433815,8.82479243175345e-06,1.3168757828360268e-05,1.6889983445559865e-05,2.277962562342549e-05,2.6996542737704016e-05,3.479110122364689e-05,4.2082092451764846e-05
68,4957361,14850814,24747506,34642979,44539065,54434722,64330925,74225781,84122216,0.0010162674872806795,0.00022754434663976077,8.981192209765095e-06,1.3050825093884982e-05,1.748192955936696e-05,2.164602300426906e-05,2.688180508639439e-05,3.605837120256075e-05,4.281153513709603e-05
69,4957361,14850804,24747491,34642959,44539095,54434722,64330785,74225871,84122326,0.0010201366635516742,0.0002287060587186645,9.166640485800979e-06,1.2859198769515057e-05,1.704017441872942e-05,2.175862766850407e-05,2.7583143393164255e-05,3.471981005309845e-05,4.102433319696582e-05
70,4957366,14850804,24747506,34642979,44539065,54435322,64331766,74227133,84123757,0.0010097189008452137,0.00022936585963597228,9.010433264187328e-06,1.2985423193813402e-05,1.747799095525838e-05,1.679755661215456e-05,1.8776401701589765e-05,2.0893533329645703e-05,2.499629859203044e-05
71,4957421,14851024,24747927,34643560,44539846,54435673,64332046,74227313,84123977,0.0009312391124210485,0.0002087351015583949,5.894424501094092e-06,8.02562353423063e-06,1.1723875172003003e-05,1.4522124952205142e-05,1.800359981815987e-05,2.0442076012769137e-05,2.4210058059940994e-05
72,4957431,14851044,24747957,34643600,44539906,54435723,64332046,74227403,84123977,0.0009192831348623242,0.0002065803750729175,5.811223323351476e-06,7.86363864040506e-06,1.1623959964542237e-05,1.4332308341656172e-05,1.7880853918794963e-05,2.0326981233894818e-05,2.3956272030842302e-05
73,4957436,14851054,24747972,34643620,44539906,54435723,64332116,74227493,84123977,0.0009152936758910662,0.00020591718675704596,5.752750453586259e-06,7.74504534621079e-06,1.1602707875244151e-05,1.4294304725697667e-05,1.772659033036602e-05,2.02815690280433e-05,2.384780133818793e-05
74,4957436,14851064,24747987,34643620,44539936,54435773,64332116,74227493,84124087,0.0009136251833168461,0.00020507572527289609,5.730056972187862e-06,7.713848569764734e-06,1.1484104238248449e-05,1.4239520367472999e-05,1.755074898031784e-05,2.0268004315348432e-05,2.3787003117276522e-05
75,4957436,14851064,24747987,34643660,44539936,54435773,64332116,74227493,84124087,0.0009119037384862672,0.00020495045212972412,5.700349402628472e-06,7.5868344869956685e-06,1.1493101443142577e-05,1.4254408543971293e-05,1.7489904502690494e-05,2.027601316474394e-05,2.370909222076178e-05
76,4957436,14851064,24748002,34643660,44539936,54435773,64332116,74227493,84124087,0.0009106445917048979,0.00020446212922955147,5.685253567820228e-06,7.574089899256389e-06,1.1422324386910442e-05,1.4269695727487037e-05,1.7504345300579288e-05,2.0318817787005575e-05,2.3729985394584776e-05
77,4957436,14851064,24748002,34643660,44539936,54435773,64332116,74227493,84124087,0.0009111576728310279,0.00020490964680208292,5.669325371977832e-06,7.556499706723715e-06,1.1468952154102966e-05,1.4335010001319003e-05,1.7512230014804944e-05,2.0317117999605162e-05,2.368357487584146e-05
78,4957436,14851064,24748002,34643640,44539966,54435773,64332116,74227493,84124087,0.0009103550453128995,0.00020480029671636032,5.688658508943332e-06,7.602710553552676e-06,1.1442784714515327e-05,1.4335528611785454e-05,1.7408080822211892e-05,2.0337603469350017e-05,2.373353291693446e-05
79,4957436,14851074,24748002,34643660,44539966,54435823,64332116,74227493,84124087,0.0009097196894210916,0.0002044761433071099,5.6649416899586114e-06,7.5106349771943634e-06,1.1378071837088973e-05,1.4310104536889819e-05,1.7348796012233332e-05,2.034377540595771e-05,2.358653807487771e-05
80,4957441,14851074,24748002,34643680,44539966,54435973,64332467,74227943,84124638,0.0009091686721835553,0.00020411140294701702,5.674645307210113e-06,7.486562665915775e-06,1.1367150518115075e-05,1.3908672476142363e-05,1.558958098140445e-05,2.0122073720031085e-05,2.2251480977742532e-05
81,4957461,14851154,24748152,34643860,44540236,54436123,64332607,74228034,84124748,0.0008800711156956118,0.00019746813173216317,5.434939365670173e-06,6.835016179252869e-06,9.047509335156449e-06,1.3228649330971012e-05,1.5170769861668574e-05,1.989958095022204e-05,2.226666219434631e-05
82,4957466,14851154,24748152,34643880,44540236,54436173,64332607,74228034,84124748,0.0008768418384733626,0.00019691925737529468,5.417440330101457e-06,6.752609494966589e-06,8.914732988926265e-06,1.3149895620936027e-05,1.5104838728903071e-05,1.9839977926701553e-05,2.2204171091048236e-05
83,4957466,14851164,24748167,34643900,44540266,54436173,64332607,74228034,84124858,0.0008757393497073949,0.00019649509532141497,5.402658815000329e-06,6.719373476461949e-06,8.87583523308342e-06,1.3116076461472102e-05,1.5056656927958857e-05,1.981727597885459e-05,2.226974485949261e-05
84,4957466,14851164,24748167,34643900,44540266,54436173,64332607,74228034,84124858,0.0008750005291556685,0.00019642226648014594,5.394794968188658e-06,6.700648999559351e-06,8.82365794621339e-06,1.3093002236931131e-05,1.5007108104051896e-05,1.9792964429662274e-05,2.2267205403439627e-05
85,4957466,14851164,24748167,34643900,44540266,54436173,64332607,74228034,84124858,0.0008737579553263556,0.00019644761058857437,5.39134518387357e-06,6.685408871717357e-06,8.790126417801019e-06,1.308025215658438e-05,1.5023138307511257e-05,1.978200570660504e-05,2.2296697848658422e-05
86,4957466,14851164,24748167,34643900,44540266,54436173,64332677,74228034,84124858,0.0008732059172157866,0.00019632075767458726,5.378913456683489e-06,6.686800289843301e-06,8.765432040596168e-06,1.3063626690490672e-05,1.5004600013624368e-05,1.9761889615224517e-05,2.2335997989177896e-05
87,4957471,14851164,24748167,34643900,44540266,54436173,64332677,74228034,84124858,0.0008730148435439667,0.00019625896817919875,5.374964766754964e-06,6.671994899415429e-06,8.750840652671688e-06,1.3050190568467435e-05,1.49814777527244e-05,1.9740704826092548e-05,2.235178525818158e-05
88,4957471,14851174,24748182,34643900,44540266,54436223,64332677,74228034,84124858,0.0008728634266743709,0.00019601747988686374,5.3758012031117606e-06,6.665897094185224e-06,8.737656933245049e-06,1.3053213605958063e-05,1.4978495104144372e-05,1.9731511970291023e-05,2.235679680063847e-05
89,4957471,14851174,24748182,34643900,44540296,54436223,64332677,74228124,84124858,0.0008726569559796699,0.00019593411187556023,5.374403412372625e-06,6.655056531776468e-06,8.712633994414121e-06,1.3034701829540858e-05,1.4962616005586875e-05,1.97264109205916e-05,2.2410323156260327e-05
90,4957471,14851174,24748182,34643920,44540296,54436323,64332887,74228394,84125299,0.0008722640254758655,0.00019597279230118068,5.375690756552274e-06,6.64395642131344e-06,8.711994675469259e-06,1.3071840461543137e-05,1.4787523369523329e-05,1.8184797308667575e-05,2.321375725330649e-05
91,4957486,14851224,24748272,34644060,44540476,54436473,64332957,74228484,84125409,0.0008528273188443983,0.00019115934852022377,5.434767102467598e-06,6.5310084071125465e-06,8.750035034860117e-06,1.3378992540804121e-05,1.4209654156026933e-05,1.8014256977081142e-05,2.3036237966760305e-05
92,4957491,14851234,24748287,34644080,44540506,54436473,64333027,74228484,84125409,0.0008495356471789851,0.00019075976870553174,5.435152301385936e-06,6.5242064375859525e-06,8.754961781928946e-06,1.3245985387329202e-05,1.4102647102920086e-05,1.793933256475637e-05,2.2961918268389586e-05
93,4957491,14851244,24748287,34644080,44540506,54436473,64333027,74228574,84125409,0.0008482014373044849,0.00019037365325815252,5.464193820828386e-06,6.501276653869693e-06,8.740741307010185e-06,1.3210795150943076e-05,1.4118347975814299e-05,1.788102249874378e-05,2.2967243925789735e-05
94,4957491,14851244,24748287,34644080,44540506,54436523,64333027,74228574,84125409,0.0008467667561770116,0.00018995105144435778,5.44223215145625e-06,6.494182474710701e-06,8.716689022855169e-06,1.3190603112385213e-05,1.4075056866285093e-05,1.780481137725896e-05,2.2952249180908773e-05
95,4957491,14851244,24748302,34644080,44540506,54436523,64333027,74228574,84125409,0.0008463748569720224,0.00019014775846612258,5.4683823295557855e-06,6.511895657320268e-06,8.663401003750947e-06,1.3186900627038339e-05,1.403545271525859e-05,1.7738488753101412e-05,2.299019237542724e-05
96,4957491,14851244,24748302,34644080,44540506,54436523,64333027,74228574,84125409,0.0008462896451645285,0.00018991620372756375,5.4761822428685806e-06,6.484655344363128e-06,8.710392309934523e-06,1.3159204711592142e-05,1.4028561465849635e-05,1.769740907619141e-05,2.3015461786551065e-05
97,4957491,14851244,24748302,34644080,44540536,54436523,64333027,74228574,84125409,0.0008460152203709716,0.00019000793214498705,5.478069690812562e-06,6.478874542829354e-06,8.686793822128377e-06,1.3144567636730922e-05,1.4020852220187018e-05,1.7710484927549533e-05,2.2904659922489114e-05
98,4957496,14851244,24748302,34644100,44540506,54436523,64333097,74228574,84125409,0.0008454919335631081,0.00018962802046271248,5.492225776368177e-06,6.481789888214469e-06,8.685877814342835e-06,1.3133646785504864e-05,1.3987852879800414e-05,1.7696828124136158e-05,2.29514214068296e-05
99,4957491,14851244,24748302,34644100,44540536,54436523,64333097,74228574,84125409,0.0008451636198983,0.0001897515235593057,5.4767482990367235e-06,6.479264179658198e-06,8.648439105018635e-06,1.3132646024928818e-05,1.402096734218574e-05,1.7709698723306196e-05,2.299397778114261e-05
