time,f_1,f_3,f_5,f_7,f_9,f_11,f_13,f_15,f_17,d_1,d_3,d_5,d_7,d_9,d_11,d_13,d_15,d_17
26,4952596,14811020,24650715,34686306,44587628,54487643,64390194,74290425,84195264,0.0009205651061502216,7.824284373969873e-05,0.0004062693396530492,0.00013414372323881937,6.237465551711456e-05,2.76468718232934e-05,2.0077484547546175e-05,1.809647801894575e-05,1.9365049053296058e-05
27,4952578,14810813,24649689,34686237,44587560,54487665,64390201,74290432,84195286,0.0008129609576003639,7.934006720614161e-05,0.00042066160847550394,0.0001301722582135212,6.224652154559729e-05,2.760253070173698e-05,2.007367806148662e-05,1.811929143957875e-05,1.9402134304223865e-05
28,4952570,14810764,24649143,34686155,44587567,54487657,64390223,74290424,84195233,0.0008091885505004031,7.988980100534882e-05,0.0004330346419395901,0.00012928479773671337,6.224742598921447e-05,2.7660276928465808e-05,2.0076401736278106e-05,1.815704958811253e-05,1.942158094648336e-05
29,4952562,14810737,24648747,34686236,44587634,54487649,64390200,74290431,84195255,0.0008068418496798728,8.001866552326706e-05,0.00042822491205080836,0.00012953179212512017,6.199288425098226e-05,2.7626162735530038e-05,2.008904824229977e-05,1.8132013514732843e-05,1.938398688741488e-05
30,4952564,14810733,24649072,34685316,44587641,54487596,64390192,74290438,84195277,0.0008056049269339866,7.947729092139098e-05,0.0004579021657362208,0.00022942603081525478,5.727731716180424e-05,2.692955480450881e-05,2.0641869300161143e-05,1.8506769157105363e-05,1.9171668464431073e-05
31,4952206,14806759,24646915,34685247,44587603,54487618,64390184,74290445,84195269,0.0009442761443051893,0.00011766162237268057,0.0007000253838307823,0.0004235854802420069,5.5588967724756046e-05,2.690862519510413e-05,2.079735565748046e-05,1.8539473239945542e-05,1.9180206755653775e-05
32,4952183,14806522,24637865,34685590,44587625,54487580,64390176,74290437,84195276,0.0008156738403956621,0.00011990271602230508,0.0007438671690251077,0.0004318430173918192,5.5591271590475394e-05,2.689110936762765e-05,2.0917016213619758e-05,1.8539191344892286e-05,1.919709834514302e-05
33,4952170,14806420,24628285,34685358,44587662,54487632,64390213,74290429,84195253,0.0008112122742155132,0.00012003479396938854,0.0008030687819080049,0.00041146525329881965,5.5364376126069506e-05,2.692172504222797e-05,2.0841580874923793e-05,1.8546285493419102e-05,1.9200187629105865e-05
34,4952167,14806423,24626749,34685401,44587684,54487609,64390190,74290451,84195275,0.0,0.0001191505681963544,0.000748264312634848,0.00042713740926262283,5.5590733468465544e-05,2.684397869157777e-05,2.087834138117573e-05,1.8609408085864025e-05,1.9217558078160344e-05
35,4952164,14806381,24625963,34685869,44587571,54487556,64390212,74290488,84195312,0.0008061075049340817,0.00011941719800293525,0.000917772279282235,0.0004754338104059366,5.069493771705182e-05,2.7621837778702544e-05,2.196560757587044e-05,1.818897482282785e-05,1.898593671521197e-05
36,4951701,14799909,24619164,34686112,44587548,54487518,64390234,74290435,84195319,0.000989347476379801,0.00019968339614635333,0.0,0.0001720944823784368,4.980467426436505e-05,2.783807678622564e-05,2.2084175792459888e-05,1.807074773006135e-05,1.8958141974913783e-05
37,4951698,14800025,24627483,34685993,44587585,54487540,64390226,74290457,84195296,0.0008079724379928194,0.000197851920071003,0.17067300675682093,0.00017931320259122454,4.9820587322359205e-05,2.7781267420339417e-05,2.2023663974203844e-05,1.7957404285777728e-05,1.8799624981414085e-05
38,4951725,14800411,24634411,34685924,44587547,54487532,64390173,74290464,84195273,0.0007969194960733555,0.00018841040349710484,0.172276901826052,0.0001802565268423092,4.9934213033204094e-05,2.7695554074176763e-05,2.1969815001655186e-05,1.7963030621948645e-05,1.8766110979486173e-05
39,4951742,14800669,24626081,34686030,44587554,54487554,64390180,74290471,84195280,0.0008001661489809614,0.00018479465780126672,0.0,0.00018419496008371876,4.994432823603479e-05,2.7682182141925298e-05,2.195516161595303e-05,1.798527279927108e-05,1.8757101294741536e-05
40,4951754,14800845,24625645,34686011,44587516,54487516,64390247,74290493,84195257,0.0008024313269303016,0.00018172559724743305,0.1678910642326441,0.00019034648149776764,4.778635603713374e-05,2.9960638878356656e-05,2.1258305887721133e-05,1.7604360335839942e-05,1.8844151762112393e-05
41,4951246,14793345,24632683,34686329,44587493,54487523,64390269,74290470,84195249,0.0010160053135982493,0.0003279175909012654,0.16415084002529398,0.00012512757720453362,4.7703509786691505e-05,3.0970881532879506e-05,2.1240749518424688e-05,1.7522660736181455e-05,1.8856505184989965e-05
42,4951218,14790827,24635729,34686385,44587470,54487530,64390231,74290477,84195271,0.0008185146117472641,0.00033704995323947907,0.14128362761882193,0.00012548616991674974,4.769433684135055e-05,3.112379653190371e-05,2.1221130234691655e-05,1.749125306290554e-05,1.88784309738154e-05
43,4951210,14790890,24633412,34686266,44587417,54487507,64390268,74290469,84195233,0.0008106099927340337,0.00033593556871530775,0.0,0.00012554400751659697,4.772515338121068e-05,3.109347700295703e-05,2.122780132959247e-05,1.7503362934799545e-05,1.8882240438972128e-05
44,4951207,14790773,24639139,34686172,44587454,54487544,64390245,74290551,84195285,0.000808879896974154,0.00034013859410968287,0.14455875481278757,0.00012538120241248647,4.7804440154152036e-05,3.110861287913531e-05,2.1197796087137554e-05,1.750037225627659e-05,1.8897600154826608e-05
45,4951209,14790724,24644256,34686315,44587371,54487566,64390297,74290513,84195262,0.0008082048079380921,0.0003235582218592028,0.15552724015866584,0.00012446700278059906,4.855413219259506e-05,3.104423274867113e-05,2.084853968486814e-05,1.739901894499542e-05,1.869103788006176e-05
46,4950886,14783239,24651104,34686308,44587378,54487588,64390304,74290475,84195239,0.000932155787592911,0.0005104518802061687,0.16650855892795824,0.00011013690128465558,4.96479656033332e-05,3.058056656328334e-05,2.055518871200637e-05,1.7332494654641306e-05,1.8703687845312535e-05
47,4950853,14781576,24656151,34686251,44587355,54487595,64390266,74290482,84195246,0.000824017433191355,0.0006129163972449108,0.1424709818058908,0.00010942341700505577,4.981290792250652e-05,3.0487933396689192e-05,2.052780001279235e-05,1.726957609905614e-05,1.8713139626696563e-05
48,4950850,14781294,24665950,34686194,44587362,54487602,64390258,74290489,84195253,0.00081389518388946,0.0005441835938987453,0.13996742982270158,0.00010890474524927577,4.965230968594555e-05,3.0469337160007984e-05,2.049841876662393e-05,1.7299901805917314e-05,1.869852378168356e-05
49,4950852,14781845,24662403,34686275,44587309,54487579,64390265,74290481,84195305,0.0008097683387700112,0.0005542925499939586,0.0,0.00010933572465959547,4.961648438092911e-05,3.0445552257107406e-05,2.0559344833125732e-05,1.7315494954059894e-05,1.8683468115136237e-05
50,4950854,14781556,24666760,34686256,44587346,54487586,64390257,74290488,84195267,0.0008114186874356255,0.0004977711756829292,0.15268556342052242,0.00010932488257097955,4.9535537398536925e-05,3.095832925686754e-05,1.9909169764717626e-05,1.6892650553469063e-05,1.8379720939258597e-05
51,4950426,14774393,24675039,34686187,44587338,54487593,64390279,74290465,84195259,0.0009768733300146069,0.001632092160806432,0.15245384331356124,9.576106651788226e-05,5.327437672711017e-05,3.011317424992865e-05,1.9793775155167845e-05,1.6817177823231097e-05,1.8358968473553912e-05
52,4950398,14766945,24670781,34686080,44587315,54487615,64390256,74290487,84195221,0.0008201070928926375,0.0011825019590355626,0.0,9.568365351623706e-05,5.3147488587208585e-05,3.009912392525937e-05,1.9754189409644687e-05,1.6795610851991142e-05,1.8366863862175207e-05
53,4950405,14765628,24672616,34686111,44587322,54487607,64390263,74290494,84195273,0.0008070737511405587,0.0011191572673574831,0.14405911527138462,9.527570508385709e-05,5.3612425796542604e-05,3.023106123261652e-05,1.9780861934756327e-05,1.676610633412243e-05,1.837181822499125e-05
54,4950397,14763568,24680895,34686092,44587284,54487584,64390240,74290501,84195280,0.0008102685278551408,0.0014077430836755777,0.13998553211238085,9.48472291016153e-05,5.355818560002721e-05,3.0172525077594233e-05,1.9812814388110235e-05,1.677764306544401e-05,1.839014520916166e-05
55,4950399,14764584,24673196,34686060,44587276,54487651,64390262,74290463,84195287,0.0008089202656106608,0.0016906126169236963,0.0,9.551477107128547e-05,5.253101794644998e-05,2.840323097255782e-05,1.920612266076173e-05,1.6106218492792138e-05,1.784319635940457e-05
56,4949856,14762104,24673661,34685828,44587403,54487643,64390254,74290485,84195249,0.0010371292946429892,0.00012147169723068056,0.1613039686427772,9.636897402646747e-05,5.9888890634936806e-05,2.7868627835494922e-05,1.900053174780625e-05,1.609235325984532e-05,1.7825072828846957e-05
57,4949773,14765401,24681259,34685821,44587365,54487635,64390291,74290462,84195241,0.0008388946858253608,0.1372175840136191,0.14715156242046418,9.637869979444038e-05,5.9947679348132294e-05,2.7794674849414345e-05,1.896434778951541e-05,1.606021522147877e-05,1.779628132182813e-05
58,4949795,14768548,24688877,34685839,44587372,54487597,64390283,74290484,84195248,0.0008036643387338854,0.18270798458836357,0.16344979479615354,9.639674007553066e-05,6.030473764827104e-05,2.78828465411435e-05,1.9073752022882753e-05,1.6067113857047702e-05,1.779974796613231e-05
59,4949782,14771583,24698316,34685820,44587364,54487619,64390245,74290491,84195210,0.0008174496011897653,0.1441987017774141,0.1499056878077577,9.66471777373914e-05,5.992561960961172e-05,2.7851798080100475e-05,1.8957466446357943e-05,1.6010385955004668e-05,1.7732216788885985e-05
60,4949799,14768127,24707315,34685738,44587416,54487596,64390282,74290438,84195247,0.0008020416890819732,0.0,0.14655046628310886,9.670450258051421e-05,6.006631941064245e-05,2.6817112002479998e-05,1.7390004137445335e-05,1.535562292479666e-05,1.7209978226473513e-05
61,4949016,14771192,24715694,34685619,44587423,54487603,64390244,74290460,84195224,0.0011669602669060457,0.1907302048160026,0.19969233138311346,0.00011472730528588848,5.262821035639616e-05,2.5837275341970852e-05,1.7149179954092234e-05,1.5224683953798847e-05,1.7176354478828458e-05
62,4948933,14767218,24725133,34685700,44587415,54487640,64390251,74290437,84195231,-0.0008535328000634095,0.0,0.0,0.00011530287374837608,5.259833808772944e-05,2.599522382494219e-05,1.709171365953393e-05,1.5136042319420114e-05,1.716713480996524e-05
63,4948835,14769435,24734072,34685656,44587467,54487617,64390243,74290459,84195223,0.0008479697806129937,0.09658733986490622,0.0,0.000115056324435555,5.272800832869739e-05,2.588011949658862e-05,1.70849304507136e-05,1.5238277419805673e-05,1.7238069245971377e-05
64,4948962,14771877,24744072,34685637,44587474,54487639,64390265,74290466,84195185,0.0007725865114266198,0.17989652613087692,0.0,0.00011557722425791722,5.279312845169594e-05,2.592454342991385e-05,1.718077346603053e-05,1.531429762104802e-05,1.725118517986533e-05
65,4948929,14767145,24753911,34685668,44587421,54487631,64390197,74290398,84195162,0.0008242412617038179,0.00014788801337944923,0.0020382455337834573,0.00011632745801594841,5.259798930052237e-05,2.3884225974678684e-05,1.5580750594643236e-05,1.4939802194126634e-05,1.710818960142091e-05
66,4947590,14761686,24751204,34685761,44587413,54487593,64390189,74290375,84195169,0.0015846339416230254,0.00017496245461191666,0.0009381736784508134,0.00011980558155794829,4.762878934122851e-05,2.1986841960624046e-05,1.5530831229150932e-05,1.4901664428778591e-05,1.7132408832924957e-05
67,4947552,14768525,24750308,34685642,44587420,54487540,64390151,74290367,84195161,0.0008310827009523981,0.2048941756276582,0.0008703431843082307,0.00011947836247629576,4.778475092383449e-05,2.1668894827441182e-05,1.552055750870399e-05,1.4947766715787323e-05,1.708023162452644e-05
68,4947549,14764589,24750943,34685648,44587382,54487577,64390143,74290389,84195153,0.0008179678206194123,0.0,0.0015853646811494133,0.00011724377176749414,4.74587983169838e-05,2.1566211147794537e-05,1.5505944466417266e-05,1.4895703094940198e-05,1.7083871248873765e-05
69,4947586,14763339,24747746,34685679,44587404,54487569,64390150,74290396,84195145,0.0007988677288781085,0.1316600505988849,0.0012670863643617848,0.00011698822828462337,4.7348026913390436e-05,2.1769068926716126e-05,1.5519201661095796e-05,1.4872473887175599e-05,1.7128142849970987e-05
70,4947608,14769713,24747751,34685847,44587441,54487621,64390262,74290463,84195257,0.000817645962181857,0.16113582061895987,0.08823370868514537,0.00012034857821006386,4.827482940378781e-05,2.7676404680292295e-05,2.0161490566936827e-05,1.731190990487742e-05,1.8986745595913952e-05
71,4952608,14762408,24743834,34684552,44586142,54488033,64390314,74290530,84195264,0.0,0.0,4.41923166358062e-05,5.313771557576294e-05,8.695595967788578e-05,2.620937255189254e-05,2.025263791912537e-05,1.7168772829178944e-05,1.8897222041059474e-05
72,4953651,14757624,24745439,34685108,44586494,54488265,64390366,74290477,84195301,0.0005149877608427134,0.00010447183749264085,3.366687016083006e-05,4.851725431039801e-05,4.941979653312374e-05,3.933271943479821e-05,2.0088204228261623e-05,1.7211699063818566e-05,1.8831471142801588e-05
73,4953718,14755609,24745944,34679749,44586561,54488347,64390358,74290499,84195263,0.0,0.11009795899550912,3.062605856690386e-05,4.6734426116107064e-05,4.347135430191849e-05,5.6246356881972105e-05,2.0762843959025595e-05,1.7153118779169253e-05,1.881304663865854e-05
74,4953740,14761383,24746289,34679867,44586733,54488414,64390365,74290461,84195255,0.0007947979509831159,0.15378139581515177,2.8940039397433254e-05,4.91135570815747e-05,4.0827266037550355e-05,7.163607256076221e-05,2.0926786784221462e-05,1.7089306818843046e-05,1.8778506367471725e-05
75,4953747,14760021,24746384,34680110,44586800,54487641,64390402,74290483,84195322,0.0008002103247411305,-0.1383875576630209,2.8699309073139272e-05,4.645817392801828e-05,4.031154004227247e-05,7.386244650497448e-05,2.123683948090383e-05,1.711050979405847e-05,1.8712797065360755e-05
76,4953769,14763994,24746439,34680241,44586927,54487288,64390394,74290505,84195284,0.0,-8.603512494848945e-05,2.745817449318067e-05,4.75394427761211e-05,4.097436186883286e-05,7.10520586859953e-05,2.1423385180429888e-05,1.707821099029368e-05,1.857517984310775e-05
77,4953781,14766473,24746594,34680284,44586949,54487130,64390401,74290482,84195306,0.0,0.132042594985178,2.7392622702741247e-05,4.5787879824343535e-05,4.15250024412616e-05,6.776676655299522e-05,2.146289597968256e-05,1.710936121014652e-05,1.8573986952107957e-05
78,4953793,14772517,24746679,34680477,44587046,54486942,64390408,74290519,84195268,0.0,0.1494338177270244,2.5687165815609666e-05,4.6189901156791286e-05,4.53004503963334e-05,6.187640248463476e-05,2.14402893418457e-05,1.7181174675348754e-05,1.8570429026828444e-05
79,4953790,14775417,24746553,34680570,44587038,54486934,64390415,74290466,84195275,0.000805255168051164,0.1802687882862258,2.6054172617672558e-05,4.485986503440288e-05,4.6473878659684366e-05,6.577612187030562e-05,2.134094480938989e-05,1.7180019298134086e-05,1.8520236810529427e-05
80,4953787,14778925,24746828,34680451,44587090,,,,,0.0,0.13525701485753494,2.5456856220495283e-05,4.698715220062188e-05,4.8620827335428396e-05,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
