bias_2019-08-01_15-49-02_,current_2019-08-01_15-49-02_,bias_2019-08-01_16-07-32_,current_2019-08-01_16-07-32_,bias_2019-08-01_16-26-02_,current_2019-08-01_16-26-02_,bias_2019-08-01_16-44-32_,current_2019-08-01_16-44-32_,bias_2019-08-01_17-03-02_,current_2019-08-01_17-03-02_,bias_2019-08-01_17-21-32_,current_2019-08-01_17-21-32_,bias_2019-08-01_17-40-02_,current_2019-08-01_17-40-02_,bias_2019-08-01_17-58-32_,current_2019-08-01_17-58-32_,bias_2019-08-01_18-17-02_,current_2019-08-01_18-17-02_,bias_2019-08-01_18-35-32_,current_2019-08-01_18-35-32_,bias_2019-08-01_18-54-02_,current_2019-08-01_18-54-02_,bias_2019-08-01_19-12-32_,current_2019-08-01_19-12-32_,bias_2019-08-01_19-31-02_,current_2019-08-01_19-31-02_,bias_2019-08-01_19-49-32_,current_2019-08-01_19-49-32_,bias_2019-08-01_20-08-02_,current_2019-08-01_20-08-02_,bias_2019-08-01_20-26-32_,current_2019-08-01_20-26-32_,bias_2019-08-01_20-45-02_,current_2019-08-01_20-45-02_,bias_2019-08-01_21-03-32_,current_2019-08-01_21-03-32_,bias_2019-08-01_21-22-02_,current_2019-08-01_21-22-02_,bias_2019-08-01_21-40-32_,current_2019-08-01_21-40-32_,bias_2019-08-01_21-59-02_,current_2019-08-01_21-59-02_,bias_2019-08-01_22-17-32_,current_2019-08-01_22-17-32_,bias_2019-08-01_22-36-02_,current_2019-08-01_22-36-02_,bias_2019-08-01_22-54-32_,current_2019-08-01_22-54-32_,bias_2019-08-01_23-13-02_,current_2019-08-01_23-13-02_,bias_2019-08-01_23-31-32_,current_2019-08-01_23-31-32_,bias_2019-08-01_23-50-02_,current_2019-08-01_23-50-02_,bias_2019-08-02_00-08-32_,current_2019-08-02_00-08-32_,bias_2019-08-02_00-27-02_,current_2019-08-02_00-27-02_,bias_2019-08-02_00-45-32_,current_2019-08-02_00-45-32_,bias_2019-08-02_01-04-02_,current_2019-08-02_01-04-02_,bias_2019-08-02_01-22-34_,current_2019-08-02_01-22-34_,bias_2019-08-02_01-41-04_,current_2019-08-02_01-41-04_,bias_2019-08-02_01-59-34_,current_2019-08-02_01-59-34_,bias_2019-08-02_02-18-06_,current_2019-08-02_02-18-06_,bias_2019-08-02_02-36-38_,current_2019-08-02_02-36-38_,bias_2019-08-02_02-55-10_,current_2019-08-02_02-55-10_,bias_2019-08-02_03-13-42_,current_2019-08-02_03-13-42_,bias_2019-08-02_03-32-14_,current_2019-08-02_03-32-14_,bias_2019-08-02_03-50-46_,current_2019-08-02_03-50-46_,bias_2019-08-02_04-09-16_,current_2019-08-02_04-09-16_,bias_2019-08-02_04-27-48_,current_2019-08-02_04-27-48_,bias_2019-08-02_04-46-20_,current_2019-08-02_04-46-20_,bias_2019-08-02_05-04-52_,current_2019-08-02_05-04-52_,bias_2019-08-02_05-23-24_,current_2019-08-02_05-23-24_,bias_2019-08-02_05-41-56_,current_2019-08-02_05-41-56_,bias_2019-08-02_06-00-28_,current_2019-08-02_06-00-28_,bias_2019-08-02_06-18-58_,current_2019-08-02_06-18-58_,bias_2019-08-02_06-37-30_,current_2019-08-02_06-37-30_
-0.04,2.311033e-09,-0.04,2.119369e-09,-0.04,2.084689e-09,-0.04,2.057566e-09,-0.04,1.999391e-09,-0.04,1.977966e-09,-0.04,1.980437e-09,-0.04,3.480677e-09,-0.04,4.018816e-09,-0.04,4.295877e-09,-0.04,1.203558e-08,-0.04,1.602457e-08,-0.04,1.720334e-08,-0.04,2.169519e-08,-0.04,2.998053e-08,-0.04,2.874168e-08,-0.04,2.733463e-08,-0.04,2.591827e-08,-0.04,1.985285e-08,-0.04,1.755864e-08,-0.04,2.054633e-08,-0.04,2.002605e-08,-0.04,2.000336e-08,-0.04,2.820112e-08,-0.04,3.107314e-08,-0.04,3.175191e-08,-0.04,3.910202e-08,-0.04,5.251219e-08,-0.04,5.288654e-08,-0.04,5.278608e-08,-0.04,6.380623e-08,-0.04,6.493641e-08,-0.04,6.506477e-08,-0.04,7.91175e-08,-0.04,8.174761e-08,-0.04,8.275386e-08,-0.04,9.654609e-08,-0.04,1.023501e-07,-0.04,1.022098e-07,-0.04,1.065508e-07,-0.04,9.286613e-08,-0.04,1.286628e-07,-0.04,1.786425e-07,-0.04,2.557621e-07,-0.04,2.954588e-07,-0.04,2.862679e-07,-0.04,8.388077e-09,-0.04,3.55242e-09,-0.04,2.389379e-09
-0.03,2.382011e-09,-0.03,2.197355e-09,-0.03,2.111658e-09,-0.03,2.100116e-09,-0.03,2.111356e-09,-0.03,2.062405e-09,-0.03,2.804863e-09,-0.03,3.765702e-09,-0.03,4.270874e-09,-0.03,4.724173e-09,-0.03,1.320637e-08,-0.03,1.74538e-08,-0.03,1.865634e-08,-0.03,2.346055e-08,-0.03,3.215774e-08,-0.03,3.147293e-08,-0.03,2.893686e-08,-0.03,2.697868e-08,-0.03,2.032636e-08,-0.03,1.808757e-08,-0.03,2.147739e-08,-0.03,2.110052e-08,-0.03,2.10542e-08,-0.03,3.053102e-08,-0.03,3.361809e-08,-0.03,3.429104e-08,-0.03,4.26022e-08,-0.03,5.722482e-08,-0.03,5.773705e-08,-0.03,5.743298e-08,-0.03,6.968359e-08,-0.03,7.083543e-08,-0.03,7.09195e-08,-0.03,8.610267e-08,-0.03,8.887207e-08,-0.03,8.989866e-08,-0.03,1.045716e-07,-0.03,1.097654e-07,-0.03,1.086694e-07,-0.03,1.116226e-07,-0.03,9.267453e-08,-0.03,1.371185e-07,-0.03,1.890957e-07,-0.03,2.666648e-07,-0.03,3.066155e-07,-0.03,2.989869e-07,-0.03,9.077906e-09,-0.03,3.93e-09,-0.03,2.633424e-09
-0.02,2.469625e-09,-0.02,2.231735e-09,-0.02,2.195238e-09,-0.02,2.152641e-09,-0.02,1.31158e-09,-0.02,2.086049e-09,-0.02,2.069009e-09,-0.02,4.07971e-09,-0.02,4.66292e-09,-0.02,5.153372e-09,-0.02,1.434738e-08,-0.02,1.881086e-08,-0.02,2.000293e-08,-0.02,2.506691e-08,-0.02,3.422064e-08,-0.02,3.241218e-08,-0.02,3.043281e-08,-0.02,2.803055e-08,-0.02,2.084066e-08,-0.02,1.860278e-08,-0.02,2.226294e-08,-0.02,2.215896e-08,-0.02,2.206014e-08,-0.02,3.28739e-08,-0.02,3.616402e-08,-0.02,3.684423e-08,-0.02,4.598298e-08,-0.02,6.189973e-08,-0.02,6.262336e-08,-0.02,6.227263e-08,-0.02,7.554895e-08,-0.02,7.697923e-08,-0.02,7.703339e-08,-0.02,9.341475e-08,-0.02,9.626748e-08,-0.02,9.698071e-08,-0.02,1.127863e-07,-0.02,1.170916e-07,-0.02,1.148233e-07,-0.02,1.162731e-07,-0.02,9.320161e-08,-0.02,1.458871e-07,-0.02,1.986034e-07,-0.02,2.774057e-07,-0.02,3.171544e-07,-0.02,3.10805e-07,-0.02,9.71531e-09,-0.02,4.328352e-09,-0.02,2.8883e-09
-0.01,2.560671e-09,-0.01,2.321518e-09,-0.01,2.255833e-09,-0.01,2.214094e-09,-0.01,2.169177e-09,-0.01,2.158037e-09,-0.01,2.145685e-09,-0.01,4.398466e-09,-0.01,5.036568e-09,-0.01,5.572641e-09,-0.01,1.546178e-08,-0.01,2.01092e-08,-0.01,2.126719e-08,-0.01,2.657639e-08,-0.01,3.583818e-08,-0.01,3.3837e-08,-0.01,3.156908e-08,-0.01,2.901841e-08,-0.01,2.128051e-08,-0.01,1.909432e-08,-0.01,2.312245e-08,-0.01,2.31445e-08,-0.01,2.305224e-08,-0.01,3.505273e-08,-0.01,3.871816e-08,-0.01,3.936075e-08,-0.01,4.942276e-08,-0.01,6.671716e-08,-0.01,6.740412e-08,-0.01,6.704506e-08,-0.01,8.155371e-08,-0.01,8.307923e-08,-0.01,8.311515e-08,-0.01,1.007198e-07,-0.01,1.033551e-07,-0.01,1.041221e-07,-0.01,1.207632e-07,-0.01,1.243561e-07,-0.01,1.211207e-07,-0.01,1.206799e-07,-0.01,9.425992e-08,-0.01,1.525197e-07,-0.01,2.076547e-07,-0.01,2.866426e-07,-0.01,3.265659e-07,-0.01,3.211711e-07,-0.01,1.042217e-08,-0.01,4.718482e-09,-0.01,3.149026e-09
-0.0,2.613852e-09,-0.0,2.366938e-09,-0.0,2.236575e-09,-0.0,2.168421e-09,-0.0,2.215856e-09,-0.0,2.207086e-09,-0.0,2.20376e-09,-0.0,4.621583e-09,-0.0,5.395141e-09,-0.0,5.983344e-09,-0.0,1.652363e-08,-0.0,2.119797e-08,-0.0,2.237964e-08,-0.0,2.782132e-08,-0.0,3.700842e-08,-0.0,3.48952e-08,-0.0,3.249312e-08,-0.0,3.001449e-08,-0.0,2.180175e-08,-0.0,1.948567e-08,-0.0,2.392355e-08,-0.0,2.414336e-08,-0.0,2.4032e-08,-0.0,3.733624e-08,-0.0,4.125072e-08,-0.0,4.19269e-08,-0.0,5.278831e-08,-0.0,6.983954e-08,-0.0,7.23891e-08,-0.0,7.188549e-08,-0.0,8.760025e-08,-0.0,8.920757e-08,-0.0,8.932721e-08,-0.0,1.066694e-07,-0.0,1.106301e-07,-0.0,1.11312e-07,-0.0,1.288504e-07,-0.0,1.313581e-07,-0.0,1.271368e-07,-0.0,1.247628e-07,-0.0,9.608164e-08,-0.0,1.613319e-07,-0.0,2.150296e-07,-0.0,2.957663e-07,-0.0,3.305057e-07,-0.0,3.317433e-07,-0.0,1.108931e-08,-0.0,5.082306e-09,-0.0,3.411521e-09
0.01,2.652366e-09,0.01,2.449867e-09,0.01,2.359985e-09,0.01,2.300652e-09,0.01,2.35958e-09,0.01,2.263697e-09,0.01,2.233099e-09,0.01,4.989288e-09,0.01,5.654863e-09,0.01,6.381288e-09,0.01,1.747672e-08,0.01,2.229183e-08,0.01,2.326984e-08,0.01,2.882488e-08,0.01,3.781635e-08,0.01,3.501118e-08,0.01,3.288972e-08,0.01,3.036204e-08,0.01,2.224004e-08,0.01,1.983926e-08,0.01,2.474757e-08,0.01,2.462604e-08,0.01,2.483898e-08,0.01,3.916221e-08,0.01,4.322048e-08,0.01,4.39072e-08,0.01,5.630581e-08,0.01,7.544933e-08,0.01,7.713288e-08,0.01,7.678545e-08,0.01,9.393678e-08,0.01,9.524883e-08,0.01,9.429938e-08,0.01,1.142853e-07,0.01,1.181809e-07,0.01,1.186352e-07,0.01,1.366116e-07,0.01,1.380521e-07,0.01,1.327512e-07,0.01,1.288546e-07,0.01,9.803761e-08,0.01,1.692509e-07,0.01,2.243528e-07,0.01,3.042246e-07,0.01,3.408609e-07,0.01,3.415061e-07,0.01,1.173504e-08,0.01,5.458625e-09,0.01,3.663729e-09
0.02,2.772498e-09,0.02,2.523819e-09,0.02,2.3989e-09,0.02,2.398398e-09,0.02,2.367898e-09,0.02,2.369158e-09,0.02,2.315421e-09,0.02,5.293767e-09,0.02,6.022768e-09,0.02,6.775958e-09,0.02,1.832706e-08,0.02,2.321958e-08,0.02,2.420936e-08,0.02,2.9753e-08,0.02,3.863676e-08,0.02,3.589338e-08,0.02,3.354529e-08,0.02,3.133215e-08,0.02,2.272178e-08,0.02,2.023282e-08,0.02,2.55333e-08,0.02,2.579196e-08,0.02,2.580961e-08,0.02,4.138692e-08,0.02,4.574352e-08,0.02,4.642363e-08,0.02,5.954714e-08,0.02,8.049248e-08,0.02,8.200538e-08,0.02,8.166376e-08,0.02,1.0005e-07,0.02,1.013864e-07,0.02,1.004985e-07,0.02,1.215373e-07,0.02,1.252739e-07,0.02,1.254639e-07,0.02,1.439384e-07,0.02,1.443349e-07,0.02,1.37883e-07,0.02,1.32088e-07,0.02,1.004985e-07,0.02,1.766683e-07,0.02,2.325054e-07,0.02,3.120534e-07,0.02,3.507922e-07,0.02,3.51603e-07,0.02,1.248662e-08,0.02,5.859948e-09,0.02,3.953144e-09
0.03,2.895399e-09,0.03,2.61839e-09,0.03,2.502397e-09,0.03,2.453498e-09,0.03,2.438625e-09,0.03,2.482835e-09,0.03,2.385746e-09,0.03,5.607875e-09,0.03,6.366165e-09,0.03,7.119008e-09,0.03,1.907188e-08,0.03,2.400102e-08,0.03,2.502447e-08,0.03,3.044273e-08,0.03,3.913686e-08,0.03,3.651665e-08,0.03,3.40276e-08,0.03,3.211102e-08,0.03,2.325819e-08,0.03,2.064428e-08,0.03,2.632695e-08,0.03,2.684938e-08,0.03,2.67463e-08,0.03,4.337389e-08,0.03,4.80052e-08,0.03,4.868586e-08,0.03,6.282468e-08,0.03,8.53701e-08,0.03,8.678953e-08,0.03,8.631673e-08,0.03,1.059531e-07,0.03,1.074034e-07,0.03,1.0664e-07,0.03,1.286051e-07,0.03,1.322954e-07,0.03,1.321197e-07,0.03,1.507236e-07,0.03,1.501208e-07,0.03,1.421942e-07,0.03,1.348204e-07,0.03,1.028858e-07,0.03,1.838024e-07,0.03,2.397725e-07,0.03,3.194675e-07,0.03,3.599612e-07,0.03,3.615592e-07,0.03,1.324153e-08,0.03,6.292578e-09,0.03,4.247493e-09
0.04,2.986543e-09,0.04,2.707919e-09,0.04,2.62832e-09,0.04,2.573881e-09,0.04,2.52024e-09,0.04,2.508143e-09,0.04,2.477795e-09,0.04,5.884333e-09,0.04,6.684665e-09,0.04,7.455808e-09,0.04,1.972279e-08,0.04,2.461931e-08,0.04,2.565729e-08,0.04,3.053211e-08,0.04,3.945525e-08,0.04,3.680983e-08,0.04,3.440015e-08,0.04,3.284052e-08,0.04,2.371266e-08,0.04,2.113999e-08,0.04,2.719272e-08,0.04,2.779696e-08,0.04,2.767852e-08,0.04,4.522994e-08,0.04,5.016222e-08,0.04,5.094462e-08,0.04,6.585228e-08,0.04,9.016456e-08,0.04,9.144903e-08,0.04,9.065936e-08,0.04,1.11677e-07,0.04,1.125001e-07,0.04,1.123494e-07,0.04,1.352792e-07,0.04,1.387373e-07,0.04,1.383979e-07,0.04,1.573341e-07,0.04,1.553442e-07,0.04,1.465757e-07,0.04,1.372769e-07,0.04,1.058134e-07,0.04,1.905989e-07,0.04,2.467571e-07,0.04,3.276159e-07,0.04,3.693172e-07,0.04,3.708367e-07,0.04,1.392813e-08,0.04,6.756468e-09,0.04,4.527582e-09
0.05,3.105113e-09,0.05,2.794878e-09,0.05,2.704798e-09,0.05,2.665073e-09,0.05,2.619602e-09,0.05,2.619098e-09,0.05,2.578467e-09,0.05,6.157415e-09,0.05,6.975233e-09,0.05,7.762104e-09,0.05,2.026249e-08,0.05,2.513935e-08,0.05,2.612837e-08,0.05,3.104489e-08,0.05,3.962239e-08,0.05,3.70515e-08,0.05,3.468005e-08,0.05,3.350199e-08,0.05,2.428552e-08,0.05,2.164197e-08,0.05,2.806866e-08,0.05,2.8819e-08,0.05,2.856302e-08,0.05,4.708019e-08,0.05,5.218706e-08,0.05,5.298467e-08,0.05,6.891471e-08,0.05,9.461047e-08,0.05,9.598265e-08,0.05,9.506884e-08,0.05,1.171388e-07,0.05,1.182543e-07,0.05,1.178851e-07,0.05,1.417356e-07,0.05,1.448066e-07,0.05,1.443958e-07,0.05,1.632509e-07,0.05,1.59785e-07,0.05,1.498563e-07,0.05,1.390118e-07,0.05,1.084801e-07,0.05,1.974242e-07,0.05,2.532671e-07,0.05,3.359577e-07,0.05,3.795347e-07,0.05,3.813201e-07,0.05,1.465174e-08,0.05,7.205432e-09,0.05,4.822384e-09
0.06,3.215512e-09,0.06,2.911482e-09,0.06,2.822106e-09,0.06,2.74054e-09,0.06,2.725164e-09,0.06,2.709787e-09,0.06,2.651111e-09,0.06,6.410127e-09,0.06,7.261422e-09,0.06,8.052477e-09,0.06,2.078809e-08,0.06,2.555032e-08,0.06,2.655723e-08,0.06,3.133742e-08,0.06,3.970592e-08,0.06,3.73024e-08,0.06,3.487638e-08,0.06,3.418709e-08,0.06,2.490135e-08,0.06,2.217961e-08,0.06,2.884485e-08,0.06,2.978404e-08,0.06,2.948164e-08,0.06,4.880829e-08,0.06,5.412365e-08,0.06,5.487456e-08,0.06,7.17877e-08,0.06,9.885622e-08,0.06,1.001558e-07,0.06,9.923632e-08,0.06,1.222718e-07,0.06,1.234565e-07,0.06,1.22931e-07,0.06,1.47463e-07,0.06,1.502996e-07,0.06,1.496272e-07,0.06,1.684071e-07,0.06,1.634496e-07,0.06,1.524242e-07,0.06,1.398906e-07,0.06,1.117185e-07,0.06,2.03454e-07,0.06,2.595462e-07,0.06,3.447226e-07,0.06,3.893902e-07,0.06,3.914665e-07,0.06,1.538045e-08,0.06,7.640883e-09,0.06,5.123745e-09
0.07,3.327374e-09,0.07,3.004945e-09,0.07,2.934218e-09,0.07,2.882497e-09,0.07,2.790141e-09,0.07,2.81923e-09,0.07,2.754151e-09,0.07,6.636517e-09,0.07,7.498103e-09,0.07,8.30766e-09,0.07,2.118764e-08,0.07,2.584128e-08,0.07,2.677747e-08,0.07,3.146035e-08,0.07,3.984245e-08,0.07,3.759165e-08,0.07,3.513559e-08,0.07,3.483114e-08,0.07,2.549394e-08,0.07,2.269558e-08,0.07,2.974642e-08,0.07,3.069616e-08,0.07,3.037551e-08,0.07,5.055899e-08,0.07,5.593606e-08,0.07,5.668825e-08,0.07,7.44611e-08,0.07,1.028058e-07,0.07,1.039745e-07,0.07,1.030566e-07,0.07,1.250449e-07,0.07,1.281723e-07,0.07,1.275153e-07,0.07,1.525075e-07,0.07,1.551012e-07,0.07,1.539075e-07,0.07,1.726141e-07,0.07,1.657019e-07,0.07,1.538948e-07,0.07,1.402162e-07,0.07,1.143927e-07,0.07,2.076561e-07,0.07,2.652342e-07,0.07,3.531204e-07,0.07,4.001034e-07,0.07,4.021757e-07,0.07,1.603104e-08,0.07,8.065855e-09,0.07,5.449402e-09
0.08,3.440396e-09,0.08,3.002524e-09,0.08,2.995568e-09,0.08,2.965675e-09,0.08,2.886629e-09,0.08,2.884463e-09,0.08,2.86682e-09,0.08,6.829845e-09,0.08,7.599578e-09,0.08,8.490142e-09,0.08,2.154435e-08,0.08,2.58847e-08,0.08,2.696578e-08,0.08,3.150671e-08,0.08,3.967599e-08,0.08,3.765605e-08,0.08,3.53153e-08,0.08,3.528529e-08,0.08,2.604285e-08,0.08,2.326779e-08,0.08,3.065709e-08,0.08,3.170621e-08,0.08,3.130368e-08,0.08,5.215738e-08,0.08,5.77146e-08,0.08,5.687154e-08,0.08,7.697344e-08,0.08,1.058691e-07,0.08,1.07372e-07,0.08,1.065781e-07,0.08,1.300414e-07,0.08,1.323565e-07,0.08,1.31577e-07,0.08,1.569129e-07,0.08,1.591759e-07,0.08,1.579535e-07,0.08,1.756396e-07,0.08,1.678507e-07,0.08,1.552103e-07,0.08,1.40486e-07,0.08,1.178389e-07,0.08,2.138899e-07,0.08,2.715895e-07,0.08,3.639728e-07,0.08,4.110619e-07,0.08,4.136498e-07,0.08,1.674603e-08,0.08,8.376437e-09,0.08,5.758677e-09
0.09,3.552005e-09,0.09,3.185264e-09,0.09,3.138686e-09,0.09,3.10612e-09,0.09,3.014422e-09,0.09,3.057323e-09,0.09,2.973289e-09,0.09,7.049693e-09,0.09,7.847293e-09,0.09,8.74921e-09,0.09,2.182966e-08,0.09,2.609167e-08,0.09,2.699494e-08,0.09,3.146242e-08,0.09,3.963848e-08,0.09,3.782134e-08,0.09,3.535376e-08,0.09,3.581068e-08,0.09,2.673694e-08,0.09,2.391623e-08,0.09,3.153304e-08,0.09,3.266286e-08,0.09,3.224164e-08,0.09,5.369173e-08,0.09,5.9318e-08,0.09,5.904938e-08,0.09,7.927565e-08,0.09,1.092498e-07,0.09,1.10664e-07,0.09,1.094593e-07,0.09,1.338366e-07,0.09,1.359503e-07,0.09,1.351237e-07,0.09,1.604494e-07,0.09,1.62389e-07,0.09,1.611517e-07,0.09,1.777359e-07,0.09,1.688598e-07,0.09,1.554131e-07,0.09,1.40241e-07,0.09,1.20984e-07,0.09,2.189863e-07,0.09,2.773051e-07,0.09,3.744523e-07,0.09,4.213975e-07,0.09,4.251022e-07,0.09,1.746485e-08,0.09,8.811537e-09,0.09,6.071427e-09
0.1,3.684587e-09,0.1,3.326971e-09,0.1,3.295213e-09,0.1,3.202458e-09,0.1,3.105211e-09,0.1,3.140857e-09,0.1,3.085655e-09,0.1,7.241155e-09,0.1,8.0681e-09,0.1,8.961591e-09,0.1,2.198306e-08,0.1,2.627039e-08,0.1,2.704177e-08,0.1,3.136026e-08,0.1,3.966766e-08,0.1,3.777989e-08,0.1,3.540499e-08,0.1,3.62737e-08,0.1,2.737115e-08,0.1,2.454833e-08,0.1,3.258614e-08,0.1,3.368311e-08,0.1,3.32097e-08,0.1,5.527773e-08,0.1,6.085913e-08,0.1,6.073548e-08,0.1,8.13279e-08,0.1,1.121655e-07,0.1,1.13534e-07,0.1,1.120021e-07,0.1,1.369958e-07,0.1,1.389286e-07,0.1,1.379662e-07,0.1,1.631066e-07,0.1,1.645998e-07,0.1,1.632048e-07,0.1,1.788701e-07,0.1,1.69306e-07,0.1,1.551257e-07,0.1,1.401685e-07,0.1,1.243298e-07,0.1,2.224127e-07,0.1,2.829637e-07,0.1,3.856073e-07,0.1,4.293272e-07,0.1,4.360245e-07,0.1,1.8107e-08,0.1,9.228184e-09,0.1,6.384732e-09
0.11,3.782083e-09,0.11,3.458442e-09,0.11,3.47266e-09,0.11,3.329392e-09,0.11,3.246464e-09,0.11,3.185366e-09,0.11,3.177857e-09,0.11,7.438111e-09,0.11,8.275943e-09,0.11,9.180531e-09,0.11,2.21506e-08,0.11,2.59064e-08,0.11,2.688802e-08,0.11,3.122698e-08,0.11,3.956775e-08,0.11,3.773396e-08,0.11,3.537872e-08,0.11,3.673693e-08,0.11,2.806223e-08,0.11,2.524319e-08,0.11,3.368595e-08,0.11,3.4663e-08,0.11,3.42168e-08,0.11,5.676975e-08,0.11,6.234755e-08,0.11,6.241697e-08,0.11,8.337767e-08,0.11,1.148192e-07,0.11,1.15977e-07,0.11,1.143965e-07,0.11,1.394639e-07,0.11,1.412746e-07,0.11,1.401137e-07,0.11,1.650092e-07,0.11,1.66393e-07,0.11,1.645031e-07,0.11,1.791829e-07,0.11,1.681616e-07,0.11,1.547986e-07,0.11,1.405378e-07,0.11,1.280078e-07,0.11,2.273446e-07,0.11,2.879247e-07,0.11,3.959509e-07,0.11,4.402647e-07,0.11,4.469914e-07,0.11,1.880164e-08,0.11,9.646504e-09,0.11,6.705345e-09
0.12,3.919256e-09,0.12,3.568038e-09,0.12,3.650967e-09,0.12,3.456428e-09,0.12,3.485213e-09,0.12,3.352229e-09,0.12,3.314421e-09,0.12,7.611721e-09,0.12,8.442553e-09,0.12,9.361254e-09,0.12,2.221356e-08,0.12,2.604878e-08,0.12,2.680652e-08,0.12,3.089719e-08,0.12,3.950117e-08,0.12,3.777735e-08,0.12,3.542025e-08,0.12,3.722526e-08,0.12,2.863012e-08,0.12,2.564374e-08,0.12,3.486644e-08,0.12,3.583829e-08,0.12,3.539384e-08,0.12,5.832025e-08,0.12,6.385942e-08,0.12,6.38715e-08,0.12,8.531327e-08,0.12,1.169101e-07,0.12,1.17414e-07,0.12,1.162608e-07,0.12,1.413809e-07,0.12,1.417457e-07,0.12,1.418814e-07,0.12,1.66064e-07,0.12,1.670405e-07,0.12,1.649915e-07,0.12,1.788045e-07,0.12,1.67651e-07,0.12,1.542744e-07,0.12,1.419365e-07,0.12,1.323401e-07,0.12,2.319114e-07,0.12,2.939413e-07,0.12,4.07737e-07,0.12,4.507397e-07,0.12,4.579448e-07,0.12,1.944492e-08,0.12,1.006006e-08,0.12,6.905388e-09
0.13,4.035548e-09,0.13,3.719775e-09,0.13,3.768271e-09,0.13,3.562949e-09,0.13,3.488741e-09,0.13,3.456579e-09,0.13,3.433392e-09,0.13,7.776116e-09,0.13,8.633464e-09,0.13,9.551052e-09,0.13,2.22793e-08,0.13,2.606163e-08,0.13,2.67066e-08,0.13,3.084304e-08,0.13,3.938394e-08,0.13,3.776169e-08,0.13,3.541982e-08,0.13,3.771704e-08,0.13,2.941095e-08,0.13,2.655098e-08,0.13,3.624188e-08,0.13,3.716033e-08,0.13,3.659472e-08,0.13,5.996535e-08,0.13,6.537169e-08,0.13,6.539214e-08,0.13,8.705995e-08,0.13,1.186919e-07,0.13,1.191346e-07,0.13,1.178412e-07,0.13,1.429184e-07,0.13,1.431932e-07,0.13,1.430223e-07,0.13,1.664505e-07,0.13,1.671507e-07,0.13,1.649069e-07,0.13,1.780595e-07,0.13,1.670374e-07,0.13,1.5439e-07,0.13,1.441936e-07,0.13,1.368113e-07,0.13,2.355828e-07,0.13,2.999743e-07,0.13,4.194252e-07,0.13,4.609593e-07,0.13,4.694122e-07,0.13,2.013317e-08,0.13,1.045253e-08,0.13,7.278676e-09
0.14,4.149327e-09,0.14,3.814951e-09,0.14,3.948897e-09,0.14,3.68076e-09,0.14,3.578977e-09,0.14,3.658728e-09,0.14,3.554529e-09,0.14,7.938793e-09,0.14,8.792863e-09,0.14,9.75355e-09,0.14,2.22856e-08,0.14,2.596897e-08,0.14,2.656806e-08,0.14,3.069111e-08,0.14,3.934039e-08,0.14,3.771617e-08,0.14,3.54259e-08,0.14,3.821927e-08,0.14,3.024101e-08,0.14,2.742227e-08,0.14,3.769836e-08,0.14,3.851986e-08,0.14,3.791154e-08,0.14,6.172635e-08,0.14,6.706997e-08,0.14,6.709121e-08,0.14,8.900072e-08,0.14,1.202883e-07,0.14,1.20748e-07,0.14,1.193508e-07,0.14,1.439969e-07,0.14,1.439758e-07,0.14,1.437522e-07,0.14,1.659072e-07,0.14,1.668361e-07,0.14,1.60173e-07,0.14,1.772864e-07,0.14,1.6514e-07,0.14,1.518687e-07,0.14,1.472512e-07,0.14,1.414561e-07,0.14,2.390286e-07,0.14,3.021739e-07,0.14,4.257431e-07,0.14,4.71009e-07,0.14,4.807799e-07,0.14,2.082729e-08,0.14,1.085954e-08,0.14,7.597726e-09
0.15,4.235128e-09,0.15,3.960538e-09,0.15,4.05844e-09,0.15,3.808603e-09,0.15,3.741e-09,0.15,3.797814e-09,0.15,3.614921e-09,0.15,8.100715e-09,0.15,8.943893e-09,0.15,9.933572e-09,0.15,2.228197e-08,0.15,2.590403e-08,0.15,2.643997e-08,0.15,2.995179e-08,0.15,3.919619e-08,0.15,3.756919e-08,0.15,3.532058e-08,0.15,3.869466e-08,0.15,3.069603e-08,0.15,2.828456e-08,0.15,3.80731e-08,0.15,3.811032e-08,0.15,3.939051e-08,0.15,6.369813e-08,0.15,6.896905e-08,0.15,6.882966e-08,0.15,9.084012e-08,0.15,1.217619e-07,0.15,1.217011e-07,0.15,1.186628e-07,0.15,1.440149e-07,0.15,1.437885e-07,0.15,1.440278e-07,0.15,1.661093e-07,0.15,1.668151e-07,0.15,1.613358e-07,0.15,1.772585e-07,0.15,1.664575e-07,0.15,1.548046e-07,0.15,1.503239e-07,0.15,1.459211e-07,0.15,2.425643e-07,0.15,3.093488e-07,0.15,4.389222e-07,0.15,4.808983e-07,0.15,4.874365e-07,0.15,2.147665e-08,0.15,1.109689e-08,0.15,7.907717e-09
